,Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type
1560,Icelandair,Á áætlun,2021-07-24,2021-08-24,Berlin Brandenburg,FI528,07:40,Departure
1561,Icelandair,Á áætlun,2021-07-24,2021-08-24,Kaupmannahöfn,FI204,07:45,Departure
1562,Icelandair,Á áætlun,2021-07-24,2021-08-24,París CDG,FI544,07:45,Departure
1563,Icelandair,Á áætlun,2021-07-24,2021-08-24,Amsterdam,FI506,07:50,Departure
1564,Icelandair,Á áætlun,2021-07-24,2021-08-24,Hamborg,FI510,07:50,Departure
1565,Icelandair,Á áætlun,2021-07-24,2021-08-24,Kaupmannahöfn,FI206,08:00,Departure
1566,Neos,Á áætlun,2021-07-24,2021-08-24,Chania,NO2958,08:20,Departure
1567,Delta,Á áætlun,2021-07-24,2021-08-24,Minneapolis St Paul,DL261,09:30,Departure
1568,Play,Á áætlun,2021-07-24,2021-08-24,Alicante,OG600,10:00,Departure
1569,Delta,Á áætlun,2021-07-24,2021-08-24,Boston,DL267,10:05,Departure
1570,Play,Á áætlun,2021-07-24,2021-08-24,Tenerife South,OG620,10:10,Departure
1571,United Airlines,Á áætlun,2021-07-24,2021-08-24,Chicago,UA913,10:30,Departure
1572,SAS,Á áætlun,2021-07-24,2021-08-24,Kaupmannahöfn,SK596,10:30,Departure
1573,British Airways,Á áætlun,2021-07-24,2021-08-24,London Heathrow,BA801,10:45,Departure
1574,Delta,Á áætlun,2021-07-24,2021-08-24,New York JFK,DL247,11:15,Departure
1575,United Airlines,Á áætlun,2021-07-24,2021-08-24,New York Newark,UA967,11:20,Departure
1576,SAS,Á áætlun,2021-07-24,2021-08-24,Osló,SK4788,11:40,Departure
1577,Lufthansa,Á áætlun,2021-07-24,2021-08-24,Frankfurt,LH857,13:35,Departure
1578,Icelandair,Á áætlun,2021-07-24,2021-08-24,Madríd,FI594,14:00,Departure
1579,Austrian,Á áætlun,2021-07-24,2021-08-24,Vín,OS9764,15:35,Departure
1580,Wizz Air,Á áætlun,2021-07-24,2021-08-24,Dortmund,W64714,15:50,Departure
1581,Icelandair,Á áætlun,2021-07-24,2021-08-24,Kaupmannahöfn,FI216,16:10,Departure
1582,Wizz Air,Á áætlun,2021-07-24,2021-08-24,Búdapest,W62428,16:25,Departure
1583,Icelandair,Á áætlun,2021-07-24,2021-08-24,Chicago,FI853,16:45,Departure
1584,Icelandair,Á áætlun,2021-07-24,2021-08-24,Portland,FI665,16:50,Departure
1585,Icelandair,Á áætlun,2021-07-24,2021-08-24,Washington Dulles,FI645,16:50,Departure
1586,Icelandair,Á áætlun,2021-07-24,2021-08-24,Denver,FI671,16:55,Departure
1587,Icelandair,Á áætlun,2021-07-24,2021-08-24,New York Newark,FI623,17:00,Departure
1588,Icelandair,Á áætlun,2021-07-24,2021-08-24,New York JFK,FI615,17:00,Departure
1589,Icelandair,Á áætlun,2021-07-24,2021-08-24,Seattle,FI681,17:05,Departure
1590,Icelandair,Á áætlun,2021-07-24,2021-08-24,Boston,FI631,17:15,Departure
1591,Wizz Air,Á áætlun,2021-07-24,2021-08-24,Vín,W62858,17:50,Departure
1592,Icelandair,Á áætlun,2021-07-24,2021-08-24,Seattle,FI683,17:50,Departure
1593,Wizz Air,Á áætlun,2021-07-24,2021-08-24,Wroclaw,W61898,18:50,Departure
1594,Wizz Air,Á áætlun,2021-07-24,2021-08-24,Mílanó,W65566,19:20,Departure
1595,Arkia - Israeli Airlines Ltd,Á áætlun,2021-07-24,2021-08-24,Tel Aviv,IZ562,20:40,Departure
1596,Wizz Air,Á áætlun,2021-07-24,2021-08-24,Gdansk,W61774,20:50,Departure
1597,Wizz Air,Á áætlun,2021-07-24,2021-08-24,London Luton,W94498,21:55,Departure
1598,Wizz Air,Á áætlun,2021-07-24,2021-08-25,Varsjá,W61540,00:10,Departure
1599,Iberia Express,Á áætlun,2021-07-24,2021-08-25,Madríd,I23661,01:35,Departure
1600,Icelandair,Á áætlun,2021-07-24,2021-08-25,Munchen,FI532,07:20,Departure
1601,Icelandair,Á áætlun,2021-07-24,2021-08-25,Zurich,FI568,07:20,Departure
1602,Icelandair,Á áætlun,2021-07-24,2021-08-25,Frankfurt,FI520,07:25,Departure
1603,Icelandair,Á áætlun,2021-07-24,2021-08-25,Stokkhólmur,FI306,07:35,Departure
1604,Icelandair,Á áætlun,2021-07-24,2021-08-25,Berlin Brandenburg,FI528,07:40,Departure
1605,Icelandair,Á áætlun,2021-07-24,2021-08-25,Amsterdam,FI500,07:40,Departure
1606,Icelandair,Á áætlun,2021-07-24,2021-08-25,París CDG,FI542,07:40,Departure
1607,Icelandair,Á áætlun,2021-07-24,2021-08-25,Brussel,FI554,07:40,Departure
1608,Icelandair,Á áætlun,2021-07-24,2021-08-25,London Heathrow,FI450,07:40,Departure
1609,Icelandair,Á áætlun,2021-07-24,2021-08-25,Kaupmannahöfn,FI204,07:45,Departure
1610,Icelandair,Á áætlun,2021-07-24,2021-08-25,París CDG,FI544,07:45,Departure
1611,Icelandair,Á áætlun,2021-07-24,2021-08-25,Osló,FI318,07:50,Departure
1612,Icelandair,Á áætlun,2021-07-24,2021-08-25,Kaupmannahöfn,FI206,08:00,Departure
1613,Neos,Á áætlun,2021-07-24,2021-08-25,Tenerife South,NO3924,08:20,Departure
1614,Icelandair,Á áætlun,2021-07-24,2021-08-25,Tenerife South,FI580,08:40,Departure
1615,Delta,Á áætlun,2021-07-24,2021-08-25,Minneapolis St Paul,DL261,09:30,Departure
1616,Delta,Á áætlun,2021-07-24,2021-08-25,Boston,DL267,10:05,Departure
1617,Wizz Air,Á áætlun,2021-07-24,2021-08-25,Kraká,W65054,10:15,Departure
1618,United Airlines,Á áætlun,2021-07-24,2021-08-25,Chicago,UA913,10:30,Departure
1619,SAS,Á áætlun,2021-07-24,2021-08-25,Kaupmannahöfn,SK596,10:30,Departure
1620,Delta,Á áætlun,2021-07-24,2021-08-25,New York JFK,DL247,11:15,Departure
1621,United Airlines,Á áætlun,2021-07-24,2021-08-25,New York Newark,UA967,11:20,Departure
1622,SAS,Á áætlun,2021-07-24,2021-08-25,Osló,SK4788,11:40,Departure
1623,Icelandair,Á áætlun,2021-07-24,2021-08-25,Mílanó,FI592,14:00,Departure
1624,Edelweiss,Á áætlun,2021-07-24,2021-08-25,Zurich,WK301,15:50,Departure
1625,Icelandair,Á áætlun,2021-07-24,2021-08-25,Kaupmannahöfn,FI216,16:10,Departure
1626,Icelandair,Á áætlun,2021-07-24,2021-08-25,Chicago,FI853,16:45,Departure
1627,Icelandair,Á áætlun,2021-07-24,2021-08-25,Minneapolis St Paul,FI657,16:45,Departure
1628,Icelandair,Á áætlun,2021-07-24,2021-08-25,Washington Dulles,FI645,16:50,Departure
1629,Icelandair,Á áætlun,2021-07-24,2021-08-25,Denver,FI671,16:55,Departure
1630,Icelandair,Á áætlun,2021-07-24,2021-08-25,New York JFK,FI615,17:00,Departure
1631,Icelandair,Á áætlun,2021-07-24,2021-08-25,New York Newark,FI623,17:00,Departure
1632,Icelandair,Á áætlun,2021-07-24,2021-08-25,Toronto,FI603,17:05,Departure
1633,Icelandair,Á áætlun,2021-07-24,2021-08-25,Seattle,FI681,17:05,Departure
1634,Vueling,Á áætlun,2021-07-24,2021-08-25,Barcelona,VY8561,17:10,Departure
1635,Icelandair,Á áætlun,2021-07-24,2021-08-25,Boston,FI631,17:15,Departure
1636,Wizz Air,Á áætlun,2021-07-24,2021-08-25,Rome Fiumicino,W68266,19:20,Departure
1637,Transavia,Á áætlun,2021-07-24,2021-08-25,Amsterdam,HV6886,19:50,Departure
1638,Wizz Air,Á áætlun,2021-07-24,2021-08-25,Katowice,W61168,20:30,Departure
1639,Wizz Air,Á áætlun,2021-07-24,2021-08-26,Varsjá,W61540,00:05,Departure
1640,Lufthansa,Á áætlun,2021-07-24,2021-08-26,Frankfurt,LH869,00:25,Departure
1641,Czech Airlines,Á áætlun,2021-07-24,2021-08-26,Prag,OK461,02:00,Departure
1642,Play,Á áætlun,2021-07-24,2021-08-26,París CDG,OG400,06:00,Departure
1643,Play,Á áætlun,2021-07-24,2021-08-26,Kaupmannahöfn,OG900,06:30,Departure
1644,Play,Á áætlun,2021-07-24,2021-08-26,London Stansted,OG800,06:30,Departure
1645,Icelandair,Á áætlun,2021-07-24,2021-08-26,Munchen,FI532,07:20,Departure
1646,Icelandair,Á áætlun,2021-07-24,2021-08-26,Zurich,FI568,07:20,Departure
1647,Icelandair,Á áætlun,2021-07-24,2021-08-26,Frankfurt,FI520,07:25,Departure
1648,Icelandair,Á áætlun,2021-07-24,2021-08-26,Dublin,FI416,07:30,Departure
1649,Icelandair,Á áætlun,2021-07-24,2021-08-26,Helsinki,FI342,07:30,Departure
1650,Icelandair,Á áætlun,2021-07-24,2021-08-26,Stokkhólmur,FI306,07:35,Departure
1651,Icelandair,Á áætlun,2021-07-24,2021-08-26,London Heathrow,FI450,07:40,Departure
1652,Icelandair,Á áætlun,2021-07-24,2021-08-26,París CDG,FI542,07:40,Departure
1653,Icelandair,Á áætlun,2021-07-24,2021-08-26,Brussel,FI554,07:40,Departure
1654,Icelandair,Á áætlun,2021-07-24,2021-08-26,Amsterdam,FI500,07:40,Departure
1655,Icelandair,Á áætlun,2021-07-24,2021-08-26,Berlin Brandenburg,FI528,07:40,Departure
1656,Icelandair,Á áætlun,2021-07-24,2021-08-26,Kaupmannahöfn,FI204,07:45,Departure
1657,Icelandair,Á áætlun,2021-07-24,2021-08-26,París CDG,FI544,07:45,Departure
1658,Icelandair,Á áætlun,2021-07-24,2021-08-26,Amsterdam,FI506,07:50,Departure
1659,Icelandair,Á áætlun,2021-07-24,2021-08-26,Osló,FI318,07:50,Departure
1660,Icelandair,Á áætlun,2021-07-24,2021-08-26,Kaupmannahöfn,FI206,08:00,Departure
1661,Norwegian,Á áætlun,2021-07-24,2021-08-26,Osló,DY1171,08:35,Departure
1662,Icelandair,Á áætlun,2021-07-24,2021-08-26,Alicante,FI1582,08:50,Departure
1663,EasyJet,Á áætlun,2021-07-24,2021-08-26,Manchester,EZY1806,09:00,Departure
1664,Icelandair,Á áætlun,2021-07-24,2021-08-26,Boston,FI635,09:20,Departure
1665,Delta,Á áætlun,2021-07-24,2021-08-26,Minneapolis St Paul,DL261,09:30,Departure
1666,Delta,Á áætlun,2021-07-24,2021-08-26,Boston,DL267,10:05,Departure
1667,Wizz Air,Á áætlun,2021-07-24,2021-08-26,Vín,W62858,10:25,Departure
1668,United Airlines,Á áætlun,2021-07-24,2021-08-26,Chicago,UA913,10:30,Departure
1669,SAS,Á áætlun,2021-07-24,2021-08-26,Kaupmannahöfn,SK596,10:30,Departure
1670,British Airways,Á áætlun,2021-07-24,2021-08-26,London Heathrow,BA801,10:40,Departure
1671,Delta,Á áætlun,2021-07-24,2021-08-26,New York JFK,DL247,11:15,Departure
1672,United Airlines,Á áætlun,2021-07-24,2021-08-26,New York Newark,UA967,11:20,Departure
1673,SAS,Á áætlun,2021-07-24,2021-08-26,Osló,SK4788,11:40,Departure
1674,Lufthansa,Á áætlun,2021-07-24,2021-08-26,Frankfurt,LH857,13:35,Departure
1675,Icelandair,Á áætlun,2021-07-24,2021-08-26,Madríd,FI594,14:00,Departure
1676,Eurowings,Á áætlun,2021-07-24,2021-08-26,Hamborg,EW7809,14:20,Departure
1677,EasyJet,Á áætlun,2021-07-24,2021-08-26,Edinborg,EZY6942,15:05,Departure
1678,Play,Á áætlun,2021-07-24,2021-08-26,Berlin Brandenburg,OG704,15:15,Departure
1679,Icelandair,Á áætlun,2021-07-24,2021-08-26,London Heathrow,FI454,16:10,Departure
1680,Icelandair,Á áætlun,2021-07-24,2021-08-26,Kaupmannahöfn,FI216,16:10,Departure
1681,Icelandair,Á áætlun,2021-07-24,2021-08-26,Minneapolis St Paul,FI657,16:45,Departure
1682,Icelandair,Á áætlun,2021-07-24,2021-08-26,Chicago,FI853,16:45,Departure
1683,Icelandair,Á áætlun,2021-07-24,2021-08-26,Portland,FI665,16:50,Departure
1684,Icelandair,Á áætlun,2021-07-24,2021-08-26,Washington Dulles,FI645,16:50,Departure
1685,Icelandair,Á áætlun,2021-07-24,2021-08-26,Denver,FI671,16:55,Departure
1686,Icelandair,Á áætlun,2021-07-24,2021-08-26,New York JFK,FI615,17:00,Departure
1687,Icelandair,Á áætlun,2021-07-24,2021-08-26,New York Newark,FI623,17:00,Departure
1688,Icelandair,Á áætlun,2021-07-24,2021-08-26,Toronto,FI603,17:05,Departure
1689,Icelandair,Á áætlun,2021-07-24,2021-08-26,Seattle,FI681,17:05,Departure
1690,Vueling,Á áætlun,2021-07-24,2021-08-26,Barcelona,VY8561,17:10,Departure
1691,Icelandair,Á áætlun,2021-07-24,2021-08-26,Boston,FI631,17:15,Departure
1692,Icelandair,Á áætlun,2021-07-24,2021-08-26,Seattle,FI683,17:50,Departure
1693,Wizz Air,Á áætlun,2021-07-24,2021-08-26,Riga,W62598,18:50,Departure
1694,Wizz Air,Á áætlun,2021-07-24,2021-08-26,Mílanó,W65566,19:20,Departure
1695,Wizz Air,Á áætlun,2021-07-24,2021-08-26,Gdansk,W61774,20:00,Departure
1696,Wizz Air,Á áætlun,2021-07-24,2021-08-26,London Luton,W94498,21:55,Departure
1697,Wizz Air,Á áætlun,2021-07-24,2021-08-27,Varsjá,W61540,00:05,Departure
1698,Eurowings,Á áætlun,2021-07-24,2021-08-27,Dusseldorf,EW9281,00:30,Departure
1699,Lufthansa,Á áætlun,2021-07-24,2021-08-27,Munchen,LH2469,01:05,Departure
1700,Iberia Express,Á áætlun,2021-07-24,2021-08-27,Madríd,I23661,01:35,Departure
1701,Play,Á áætlun,2021-07-24,2021-08-27,Berlin Brandenburg,OG700,06:00,Departure
1702,Play,Á áætlun,2021-07-24,2021-08-27,París CDG,OG400,06:00,Departure
1703,Play,Á áætlun,2021-07-24,2021-08-27,London Stansted,OG800,06:30,Departure
1704,Icelandair,Á áætlun,2021-07-24,2021-08-27,Munchen,FI532,07:20,Departure
1705,Icelandair,Á áætlun,2021-07-24,2021-08-27,Zurich,FI568,07:20,Departure
1706,Icelandair,Á áætlun,2021-07-24,2021-08-27,Frankfurt,FI520,07:25,Departure
1707,Icelandair,Á áætlun,2021-07-24,2021-08-27,Helsinki,FI342,07:30,Departure
1708,Icelandair,Á áætlun,2021-07-24,2021-08-27,Stokkhólmur,FI306,07:35,Departure
1709,Icelandair,Á áætlun,2021-07-24,2021-08-27,London Heathrow,FI450,07:40,Departure
1710,Icelandair,Á áætlun,2021-07-24,2021-08-27,Amsterdam,FI500,07:40,Departure
1711,Icelandair,Á áætlun,2021-07-24,2021-08-27,París CDG,FI542,07:40,Departure
1712,Icelandair,Á áætlun,2021-07-24,2021-08-27,Berlin Brandenburg,FI528,07:40,Departure
1713,Icelandair,Á áætlun,2021-07-24,2021-08-27,París CDG,FI544,07:45,Departure
1714,Icelandair,Á áætlun,2021-07-24,2021-08-27,Kaupmannahöfn,FI204,07:45,Departure
1715,Icelandair,Á áætlun,2021-07-24,2021-08-27,Osló,FI318,07:50,Departure
1716,Icelandair,Á áætlun,2021-07-24,2021-08-27,Amsterdam,FI506,07:50,Departure
1717,Icelandair,Á áætlun,2021-07-24,2021-08-27,Manchester,FI440,08:00,Departure
1718,Icelandair,Á áætlun,2021-07-24,2021-08-27,Kaupmannahöfn,FI206,08:00,Departure
1719,Neos,Á áætlun,2021-07-24,2021-08-27,Malaga,NO5904,08:20,Departure
1720,EasyJet,Á áætlun,2021-07-24,2021-08-27,London Luton,EZY2296,09:15,Departure
1721,Delta,Á áætlun,2021-07-24,2021-08-27,Minneapolis St Paul,DL261,09:30,Departure
1722,Delta,Á áætlun,2021-07-24,2021-08-27,Boston,DL267,10:05,Departure
1723,United Airlines,Á áætlun,2021-07-24,2021-08-27,Chicago,UA913,10:30,Departure
1724,SAS,Á áætlun,2021-07-24,2021-08-27,Kaupmannahöfn,SK596,10:30,Departure
1725,British Airways,Á áætlun,2021-07-24,2021-08-27,London Heathrow,BA801,10:45,Departure
1726,Delta,Á áætlun,2021-07-24,2021-08-27,New York JFK,DL247,11:15,Departure
1727,United Airlines,Á áætlun,2021-07-24,2021-08-27,New York Newark,UA967,11:20,Departure
1728,SAS,Á áætlun,2021-07-24,2021-08-27,Osló,SK4788,11:40,Departure
1729,Atlantic Airways,Á áætlun,2021-07-24,2021-08-27,Vagar,RC402,12:00,Departure
1730,Air Baltic,Á áætlun,2021-07-24,2021-08-27,Riga,BT170,15:10,Departure
1731,Play,Á áætlun,2021-07-24,2021-08-27,Kaupmannahöfn,OG904,15:15,Departure
1732,Play,Á áætlun,2021-07-24,2021-08-27,Barcelona,OG614,15:15,Departure
1733,Icelandair,Á áætlun,2021-07-24,2021-08-27,Frankfurt,FI524,15:55,Departure
1734,Icelandair,Á áætlun,2021-07-24,2021-08-27,París CDG,FI540,16:00,Departure
1735,Icelandair,Á áætlun,2021-07-24,2021-08-27,Kaupmannahöfn,FI216,16:10,Departure
1736,Icelandair,Á áætlun,2021-07-24,2021-08-27,Billund,FI274,16:40,Departure
1737,Icelandair,Á áætlun,2021-07-24,2021-08-27,Minneapolis St Paul,FI657,16:45,Departure
1738,Icelandair,Á áætlun,2021-07-24,2021-08-27,Chicago,FI853,16:45,Departure
1739,Icelandair,Á áætlun,2021-07-24,2021-08-27,Washington Dulles,FI645,16:50,Departure
1740,Icelandair,Á áætlun,2021-07-24,2021-08-27,Denver,FI671,16:55,Departure
1741,Icelandair,Á áætlun,2021-07-24,2021-08-27,New York JFK,FI615,17:00,Departure
1742,Icelandair,Á áætlun,2021-07-24,2021-08-27,New York Newark,FI623,17:00,Departure
1743,Icelandair,Á áætlun,2021-07-24,2021-08-27,Seattle,FI681,17:05,Departure
1744,Icelandair,Á áætlun,2021-07-24,2021-08-27,Orlando,FI689,17:15,Departure
1745,Icelandair,Á áætlun,2021-07-24,2021-08-27,Boston,FI631,17:15,Departure
1746,Transavia,Á áætlun,2021-07-24,2021-08-27,Amsterdam,HV6886,18:50,Departure
1747,Wizz Air,Á áætlun,2021-07-24,2021-08-27,Wroclaw,W61898,18:50,Departure
1748,Wizz Air,Á áætlun,2021-07-24,2021-08-27,Rome Fiumicino,W68266,19:20,Departure
1749,Wizz Air,Á áætlun,2021-07-24,2021-08-27,Katowice,W61168,20:45,Departure
1750,Lufthansa,Á áætlun,2021-07-24,2021-08-28,Frankfurt,LH869,00:25,Departure
1751,Icelandair,Á áætlun,2021-07-24,2021-08-28,Genf,FI564,07:20,Departure
1752,Icelandair,Á áætlun,2021-07-24,2021-08-28,Munchen,FI532,07:20,Departure
1753,Icelandair,Á áætlun,2021-07-24,2021-08-28,Zurich,FI568,07:20,Departure
1754,Icelandair,Á áætlun,2021-07-24,2021-08-28,Frankfurt,FI520,07:25,Departure
1755,Icelandair,Á áætlun,2021-07-24,2021-08-28,Helsinki,FI342,07:30,Departure
1756,Icelandair,Á áætlun,2021-07-24,2021-08-28,Stokkhólmur,FI306,07:35,Departure
1757,Icelandair,Á áætlun,2021-07-24,2021-08-28,Amsterdam,FI500,07:40,Departure
1758,Icelandair,Á áætlun,2021-07-24,2021-08-28,Berlin Brandenburg,FI528,07:40,Departure
1759,Icelandair,Á áætlun,2021-07-24,2021-08-28,París CDG,FI542,07:40,Departure
1760,Icelandair,Á áætlun,2021-07-24,2021-08-28,London Heathrow,FI450,07:40,Departure
1761,Icelandair,Á áætlun,2021-07-24,2021-08-28,Brussel,FI554,07:40,Departure
1762,Icelandair,Á áætlun,2021-07-24,2021-08-28,Kaupmannahöfn,FI204,07:45,Departure
1763,Icelandair,Á áætlun,2021-07-24,2021-08-28,París CDG,FI544,07:45,Departure
1764,Icelandair,Á áætlun,2021-07-24,2021-08-28,Amsterdam,FI506,07:50,Departure
1765,Icelandair,Á áætlun,2021-07-24,2021-08-28,Kaupmannahöfn,FI206,08:00,Departure
1766,Neos,Á áætlun,2021-07-24,2021-08-28,Verona,NO6956,08:20,Departure
1767,Icelandair,Á áætlun,2021-07-24,2021-08-28,Tenerife South,FI580,08:40,Departure
1768,Icelandair,Á áætlun,2021-07-24,2021-08-28,Boston,FI635,09:20,Departure
1769,Delta,Á áætlun,2021-07-24,2021-08-28,Minneapolis St Paul,DL261,09:30,Departure
1770,Delta,Á áætlun,2021-07-24,2021-08-28,Boston,DL267,10:05,Departure
1771,British Airways,Á áætlun,2021-07-24,2021-08-28,London Heathrow,BA801,10:10,Departure
1772,Play,Á áætlun,2021-07-24,2021-08-28,Tenerife South,OG620,10:10,Departure
1773,United Airlines,Á áætlun,2021-07-24,2021-08-28,Chicago,UA913,10:30,Departure
1774,Delta,Á áætlun,2021-07-24,2021-08-28,New York JFK,DL247,11:15,Departure
1775,United Airlines,Á áætlun,2021-07-24,2021-08-28,New York Newark,UA967,11:20,Departure
1776,Lufthansa,Á áætlun,2021-07-24,2021-08-28,Frankfurt,LH857,13:35,Departure
1777,Icelandair,Á áætlun,2021-07-24,2021-08-28,Barcelona,FI596,14:00,Departure
1778,Icelandair,Á áætlun,2021-07-24,2021-08-28,Mílanó,FI592,14:00,Departure
1779,Icelandair,Á áætlun,2021-07-24,2021-08-28,Madríd,FI594,14:00,Departure
1780,Play,Á áætlun,2021-07-24,2021-08-28,Alicante,OG604,15:15,Departure
1781,Wizz Air,Á áætlun,2021-07-24,2021-08-28,Dortmund,W64714,15:50,Departure
1782,Wizz Air,Á áætlun,2021-07-24,2021-08-28,Búdapest,W62428,16:25,Departure
1783,Icelandair,Á áætlun,2021-07-24,2021-08-28,Kaupmannahöfn,FI216,16:25,Departure
1784,Edelweiss,Á áætlun,2021-07-24,2021-08-28,Zurich,WK301,16:30,Departure
1785,Icelandair,Á áætlun,2021-07-24,2021-08-28,Minneapolis St Paul,FI657,16:45,Departure
1786,Icelandair,Á áætlun,2021-07-24,2021-08-28,Chicago,FI853,16:45,Departure
1787,Icelandair,Á áætlun,2021-07-24,2021-08-28,Portland,FI665,16:50,Departure
1788,Icelandair,Á áætlun,2021-07-24,2021-08-28,Washington Dulles,FI645,16:50,Departure
1789,Icelandair,Á áætlun,2021-07-24,2021-08-28,Denver,FI671,16:55,Departure
1790,Air Greenland,Á áætlun,2021-07-24,2021-08-28,Nuuk,GL711,16:55,Departure
1791,Icelandair,Á áætlun,2021-07-24,2021-08-28,New York JFK,FI615,17:00,Departure
1792,Icelandair,Á áætlun,2021-07-24,2021-08-28,New York Newark,FI623,17:00,Departure
1793,Icelandair,Á áætlun,2021-07-24,2021-08-28,Toronto,FI603,17:05,Departure
1794,Icelandair,Á áætlun,2021-07-24,2021-08-28,Seattle,FI681,17:05,Departure
1795,Vueling,Á áætlun,2021-07-24,2021-08-28,Barcelona,VY8561,17:10,Departure
1796,Icelandair,Á áætlun,2021-07-24,2021-08-28,Boston,FI631,17:15,Departure
1797,Icelandair,Á áætlun,2021-07-24,2021-08-28,Seattle,FI683,17:50,Departure
1798,Wizz Air,Á áætlun,2021-07-24,2021-08-28,Vín,W62858,17:50,Departure
1799,Wizz Air,Á áætlun,2021-07-24,2021-08-28,Wroclaw,W61898,18:50,Departure
1800,Wizz Air,Á áætlun,2021-07-24,2021-08-28,Mílanó,W65566,19:20,Departure
1801,Transavia,Á áætlun,2021-07-24,2021-08-28,Amsterdam,HV6888,19:50,Departure
1802,Wizz Air,Á áætlun,2021-07-24,2021-08-28,Gdansk,W61774,20:50,Departure
1803,Wizz Air,Á áætlun,2021-07-24,2021-08-28,London Luton,W94498,21:55,Departure
1804,Wizz Air,Á áætlun,2021-07-24,2021-08-29,Varsjá,W61540,00:10,Departure
1805,Lufthansa,Á áætlun,2021-07-24,2021-08-29,Munchen,LH2469,01:05,Departure
1806,Czech Airlines,Á áætlun,2021-07-24,2021-08-29,Prag,OK461,01:30,Departure
1807,Iberia Express,Á áætlun,2021-07-24,2021-08-29,Madríd,I23661,01:35,Departure
1808,Play,Á áætlun,2021-07-24,2021-08-29,París CDG,OG400,06:00,Departure
1809,Play,Á áætlun,2021-07-24,2021-08-29,London Stansted,OG800,06:30,Departure
1810,Icelandair,Á áætlun,2021-07-24,2021-08-29,Zurich,FI568,07:20,Departure
1811,Icelandair,Á áætlun,2021-07-24,2021-08-29,Munchen,FI532,07:20,Departure
1812,Icelandair,Á áætlun,2021-07-24,2021-08-29,Frankfurt,FI520,07:25,Departure
1813,Icelandair,Á áætlun,2021-07-24,2021-08-29,Dublin,FI416,07:30,Departure
1814,Icelandair,Á áætlun,2021-07-24,2021-08-29,Stokkhólmur,FI306,07:35,Departure
1815,Icelandair,Á áætlun,2021-07-24,2021-08-29,London Heathrow,FI450,07:40,Departure
1816,Icelandair,Á áætlun,2021-07-24,2021-08-29,Amsterdam,FI500,07:40,Departure
1817,Icelandair,Á áætlun,2021-07-24,2021-08-29,París CDG,FI542,07:40,Departure
1818,Icelandair,Á áætlun,2021-07-24,2021-08-29,Berlin Brandenburg,FI528,07:40,Departure
